ENTREZID,SYMBOL,GENENAME,logFC,AveExpr,t,P.Value,adj.P.Val,B
233210,Prr12,proline rich 12,-0.518998268,5.352988991,-3.782446279,0.002207751,0.010220536,-2.154289137
75416,Nop14,NOP14 nucleolar protein,0.456859511,6.005328922,3.757534534,0.002208074,0.010220536,-2.216243246
269614,Pank4,pantothenate kinase 4,0.497814995,4.746123319,3.756670419,0.002211801,0.010234451,-2.080965307
15929,Idh3g,"isocitrate dehydrogenase 3 (NAD+), gamma",0.40742906,6.527593641,3.755850821,0.002215343,0.010247497,-2.232387873
240641,Kif20b,kinesin family member 20B,1.103528677,1.389900172,3.755049743,0.00221881,0.010260189,-1.459278237
236727,Slc9a7,"solute carrier family 9 (sodium/hydrogen exchanger), member 7",1.852403311,-1.092183367,3.754162074,0.002222659,0.010274636,-1.240423274
60441,Mrpl38,mitochondrial ribosomal protein L38,0.60702799,3.952046899,3.752655015,0.002229208,0.010298753,-1.948330094
212528,Trmt1,tRNA methyltransferase 1,0.503932516,4.925740606,3.752627484,0.002229328,0.010298753,-2.116229629
28036,Larp7,"La ribonucleoprotein domain family, member 7",0.494914648,5.141843163,3.751873515,0.002232612,0.010310567,-2.147845513
59056,Evc,EvC ciliary complex subunit 1,-0.466321968,5.529076022,-3.751679293,0.002233458,0.010311121,-2.200542316
51902,Rnf24,ring finger protein 24,0.515893773,5.023782893,3.750406893,0.002239014,0.010333406,-2.134342307
17357,Marcksl1,MARCKS-like 1,0.506195376,10.29165302,3.749769633,0.002241801,0.010342906,-2.072036273
66358,Adprm,"ADP-ribose/CDP-alcohol diphosphatase, manganese dependent",-0.856549257,2.505385283,-3.74917318,0.002244414,0.010349902,-1.680152699
100273,Osbpl9,oxysterol binding protein-like 9,-0.414788803,6.254495953,-3.749090333,0.002244777,0.010349902,-2.244326068
19264,Ptprc,"protein tyrosine phosphatase, receptor type, C",2.077809629,-1.083314191,3.748529878,0.002247235,0.010357868,-1.249919468
65112,Pmepa1,"prostate transmembrane protein, androgen induced 1",2.331947818,7.671512003,6.722934336,0.002252955,0.010380862,-1.095343884
14733,Gpc1,glypican 1,0.406749835,6.012599799,3.743556293,0.002269166,0.010452163,-2.2448639
170483,Grin3b,"glutamate receptor, ionotropic, NMDA3B",1.139708874,1.368933987,3.743005201,0.00227161,0.010456953,-1.477847908
54393,Gabbr1,"gamma-aminobutyric acid (GABA) B receptor, 1",-0.444180333,6.368197429,-3.742923539,0.002271972,0.010456953,-2.258307937
16818,Lck,lymphocyte protein tyrosine kinase,0.894343765,2.706297101,3.772635043,0.002272417,0.010456953,-1.704097801
70382,Kctd2,potassium channel tetramerisation domain containing 2,-0.827275317,3.045575588,-3.776056807,0.002274905,0.010465003,-1.778096181
27883,Tango2,transport and golgi organization 2,-0.854850574,2.563550994,-3.741912808,0.002276461,0.01046877,-1.70532405
332175,Zdhhc23,"zinc finger, DHHC domain containing 23",-0.717131128,2.963412757,-3.741634319,0.0022777,0.010471071,-1.784522667
72391,Cdkn3,cyclin-dependent kinase inhibitor 3,1.572626958,-0.379317323,3.741099344,0.002280081,0.010478621,-1.287448854
50762,Fbxo6,F-box protein 6,-0.767927311,2.477169396,-3.740235392,0.002283931,0.010492918,-1.693421416
72481,2610203C22Rik,RIKEN cDNA 2610203C22 gene,-2.002672781,-1.542418388,-3.736021159,0.002302808,0.010576219,-1.272930003
72823,Pard3b,par-3 family cell polarity regulator beta,0.610111464,3.558157675,3.735547442,0.00230494,0.010582584,-1.906839424
12070,Bex3,brain expressed X-linked 3,0.420142384,5.745146633,3.734497199,0.002309674,0.010600886,-2.246526874
72480,Tspyl4,TSPY-like 4,-0.575871049,3.843486702,-3.734005081,0.002311895,0.01060765,-1.97133188
547150,6820431F20Rik,cadherin 11 pseudogene,0.772282181,2.781283737,3.733056619,0.002316182,0.010623886,-1.757828368
217666,L2hgdh,L-2-hydroxyglutarate dehydrogenase,0.896303198,3.675298401,4.021127632,0.00231795,0.010628557,-1.766742916
67603,Dusp6,dual specificity phosphatase 6,0.46658871,9.059483446,3.732000217,0.002320967,0.010638954,-2.178388782
73130,Tmed5,transmembrane p24 trafficking protein 5,0.417713046,7.403689551,3.731144322,0.002324851,0.010653316,-2.266521413
27366,Txnl4a,thioredoxin-like 4A,0.416951906,7.443801436,3.729944213,0.002330308,0.010674874,-2.267384276
22411,Wnt11,"wingless-type MMTV integration site family, member 11",0.508185843,5.79962203,3.762868492,0.002337241,0.010701311,-2.239406691
17150,Mfap2,microfibrillar-associated protein 2,1.064436542,1.292614183,3.728347743,0.002337588,0.010701311,-1.495457332
19280,Ptprs,"protein tyrosine phosphatase, receptor type, S",-0.477638493,8.749304681,-3.724768053,0.002353995,0.010771754,-2.210711247
66882,Bzw1,basic leucine zipper and W2 domains 1,0.484619044,8.315806815,3.724659526,0.002354494,0.010771754,-2.235137361
67045,Riok2,RIO kinase 2,0.624088715,4.48972656,3.781139122,0.002368702,0.010832178,-2.069106265
277463,Gpr107,G protein-coupled receptor 107,-0.457405118,5.419868614,-3.721353389,0.002369754,0.010832178,-2.249077348
18669,Abcb1b,"ATP-binding cassette, sub-family B (MDR/TAP), member 1B",0.901905879,4.400468325,4.221630755,0.002369992,0.010832178,-1.809935959
100038494,Gm10782,predicted gene 10782,-1.754554721,-0.883074242,-3.720332121,0.002374489,0.010842934,-1.304438735
102566,Ano10,anoctamin 10,-0.473988367,5.090508698,-3.720312505,0.00237458,0.010842934,-2.208930404
211253,Mtrf1,mitochondrial translational release factor 1,-0.944380384,1.668047979,-3.720299828,0.002374638,0.010842934,-1.582371516
68795,Ubr3,ubiquitin protein ligase E3 component n-recognin 3,-0.403449349,6.835810581,-3.719827453,0.002376832,0.010849456,-2.304508452
71583,9130008F23Rik,RIKEN cDNA 9130008F23 gene,0.927218589,2.177836946,3.719530928,0.002378209,0.010851766,-1.666797395
12913,Creb3,cAMP responsive element binding protein 3,-0.521186832,4.54886394,-3.719389344,0.002378867,0.010851766,-2.126765797
16452,Jak2,Janus kinase 2,0.41619794,6.305144351,3.718560147,0.002382725,0.010865872,-2.303069493
226594,Rcsd1,RCSD domain containing 1,-0.575940621,3.818545239,-3.718381509,0.002383557,0.010866173,-1.997148052
226016,Abhd17b,abhydrolase domain containing 17B,0.661808541,3.459616907,3.718066961,0.002385023,0.010867337,-1.920818242
51886,Fubp1,far upstream element (FUSE) binding protein 1,0.511885092,5.894565356,3.770261346,0.002385345,0.010867337,-2.255196363
16176,Il1b,interleukin 1 beta,1.640887743,-0.30066018,3.716816084,0.002390861,0.010888971,-1.335031913
319636,Fsd1l,fibronectin type III and SPRY domain containing 1-like,-0.740418761,3.025288134,-3.716651552,0.00239163,0.010888977,-1.84491872
57783,Tnip1,TNFAIP3 interacting protein 1,1.361131231,5.865558145,5.228307747,0.00239244,0.010889171,-1.563234272
30941,Usp21,ubiquitin specific peptidase 21,-0.542808859,4.285080857,-3.715125721,0.002398773,0.010914493,-2.089840258
56532,Ripk3,receptor-interacting serine-threonine kinase 3,0.602232289,3.588527667,3.714554697,0.002401451,0.010923178,-1.953823453
56213,Htra1,HtrA serine peptidase 1,0.450848721,7.861843613,3.714003772,0.002404039,0.010931442,-2.280304238
67698,Fam174a,"family with sequence similarity 174, member A",-0.551401136,3.888191165,-3.713717484,0.002405384,0.010934056,-2.019740044
100040591,Kcnj13,"potassium inwardly-rectifying channel, subfamily J, member 13",1.053138376,2.002269776,3.742136879,0.002409199,0.010947888,-1.627890973
68178,Cgnl1,cingulin-like 1,0.562174315,5.35000349,3.81523395,0.002411186,0.010953407,-2.18731992
381318,Nsl1,"NSL1, MIS12 kinetochore complex component",1.433553908,-0.031816996,3.710918526,0.00241858,0.010983483,-1.366612449
66979,Pole4,"polymerase (DNA-directed), epsilon 4 (p12 subunit)",0.446030896,5.473506303,3.709550374,0.002425057,0.011009372,-2.271482028
19328,Rab12,"RAB12, member RAS oncogene family",-0.398065534,6.665738365,-3.709090223,0.00242724,0.011014733,-2.326870444
234740,Tmem231,transmembrane protein 231,-0.6792673,3.185191882,-3.708974064,0.002427791,0.011014733,-1.891534922
52830,Pnrc2,proline-rich nuclear receptor coactivator 2,-0.409857825,6.216361292,-3.707770713,0.002433509,0.011037145,-2.324862227
56320,Dbn1,drebrin 1,-0.441178969,5.479877457,-3.706014707,0.002441877,0.01107156,-2.285553276
235604,Camkv,CaM kinase-like vesicle-associated,2.114566417,-0.749796366,3.764195547,0.002445396,0.011083973,-1.308930913
56364,Zmym3,"zinc finger, MYM-type 3",-0.453800891,5.183942703,-3.704841728,0.002447483,0.01108989,-2.252391798
16889,Lipa,lysosomal acid lipase A,0.505826769,5.156655986,3.705756384,0.002448791,0.011092273,-2.24183554
268749,Rnf31,ring finger protein 31,-0.414086854,6.355944343,-3.703263081,0.002455049,0.011113859,-2.336280938
67712,Slc25a37,"solute carrier family 25, member 37",0.451636502,5.39523869,3.703247596,0.002455123,0.011113859,-2.275217868
68263,Pdhb,pyruvate dehydrogenase (lipoamide) beta,0.420406735,6.208459125,3.701816266,0.002462004,0.01114145,-2.333731181
18442,P2ry2,"purinergic receptor P2Y, G-protein coupled 2",0.804140316,3.232915462,3.752461147,0.00246383,0.01114616,-1.87582488
50753,Fbxo8,F-box protein 8,-0.55266105,3.946786856,-3.700126575,0.002470151,0.011171194,-2.057421142
232906,Arhgap35,Rho GTPase activating protein 35,-0.405899098,7.321888679,-3.699452053,0.002473411,0.011178213,-2.33345455
268451,Rab11fip4,RAB11 family interacting protein 4 (class II),0.982148091,1.919672498,3.699400395,0.002473661,0.011178213,-1.65734768
71643,Zgrf1,"zinc finger, GRF-type containing 1",0.838157275,2.21460729,3.699188766,0.002474685,0.011178213,-1.71470986
73102,Slc22a23,"solute carrier family 22, member 23",-0.478899241,4.656331984,-3.699153675,0.002474855,0.011178213,-2.184178264
12317,Calr,calreticulin,0.45532096,8.957879707,3.698185954,0.002479542,0.011192692,-2.250687835
67463,Poc5,POC5 centriolar protein,-0.808147755,2.816383816,-3.702067967,0.002479638,0.011192692,-1.83703921
14228,Fkbp4,FK506 binding protein 4,0.436342882,7.425571481,3.697825927,0.002481289,0.011194878,-2.33116044
69309,Slc16a13,"solute carrier family 16 (monocarboxylic acid transporters), member 13",-0.88486356,2.032309855,-3.697592831,0.00248242,0.011194878,-1.691272006
60525,Acss2,acyl-CoA synthetase short-chain family member 2,-0.627617164,3.715133441,-3.697578363,0.00248249,0.011194878,-2.017337117
239652,Zfp641,zinc finger protein 641,-0.926418725,1.793099369,-3.696896964,0.0024858,0.011201929,-1.649077926
192160,Casc3,cancer susceptibility candidate 3,0.420846936,5.933570877,3.69677941,0.002486372,0.011201929,-2.332659613
67455,Klhl13,kelch-like 13,-0.524503448,4.101788792,-3.696768988,0.002486422,0.011201929,-2.093033791
12702,Socs3,suppressor of cytokine signaling 3,-0.659416012,10.78448195,-3.819117168,0.002487678,0.011204026,-2.074442227
20335,Sec61g,"SEC61, gamma subunit",0.450705892,5.399518222,3.696233487,0.002489027,0.011206548,-2.289471095
208967,Thnsl1,threonine synthase-like 1 (bacterial),-1.51460109,-0.246746651,-3.69563377,0.002491948,0.011212943,-1.381101187
170942,Erdr1,erythroid differentiation regulator 1,0.830205762,2.717507026,3.695617274,0.002492029,0.011212943,-1.816667089
20430,Cyfip1,cytoplasmic FMR1 interacting protein 1,-0.411582759,5.872869295,-3.694506915,0.002497446,0.011233755,-2.338800536
242297,Fam110b,"family with sequence similarity 110, member B",-0.690546949,2.908340656,-3.692594325,0.002506805,0.011272279,-1.869460841
66934,Dsn1,"DSN1 homolog, MIS12 kinetochore complex component",1.194897509,1.206212065,3.691350967,0.002512908,0.011296143,-1.549800779
16153,Il10,interleukin 10,1.600591296,-0.35547035,3.690624416,0.002516481,0.011308623,-1.378934048
27426,Nagpa,N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase,-0.620370252,3.818332132,-3.689578722,0.002521633,0.011328187,-2.053000186
12224,Klf5,Kruppel-like factor 5,0.544954771,7.109376828,3.838350425,0.002524735,0.01133853,-2.267356724
442801,Arhgef15,Rho guanine nucleotide exchange factor (GEF) 15,-0.71025822,2.94663711,-3.68815124,0.002528684,0.01135267,-1.885352466
68512,Tomm5,translocase of outer mitochondrial membrane 5,0.562439651,3.884306446,3.687728652,0.002530775,0.011358464,-2.063569804
52392,Macir,macrophage immunometabolism regulator,0.546463391,4.098152347,3.686993859,0.002534415,0.011371203,-2.104906801
230779,Serinc2,serine incorporator 2,-0.445381728,5.322104477,-3.68492357,0.002544699,0.011413736,-2.309281315
245666,Iqsec2,IQ motif and Sec7 domain 2,-0.437027869,5.546624906,-3.68382354,0.002550181,0.011434708,-2.336138717
16456,F11r,F11 receptor,-0.413999273,7.61790289,-3.682761754,0.002555483,0.011454864,-2.354872249
319262,Fchsd1,FCH and double SH3 domains 1,-0.649315398,3.38551035,-3.681665946,0.002560968,0.01147582,-1.984319123
19153,Prx,periaxin,-0.478905872,4.789792421,-3.681443421,0.002562083,0.011477192,-2.240096249
66300,Inafm1,InaF motif containing 1,-0.522845165,4.220794753,-3.68108721,0.002563869,0.011481567,-2.145403922
19171,Psmb10,"proteasome (prosome, macropain) subunit, beta type 10",0.720817805,3.485965257,3.700202679,0.002572376,0.011516032,-1.987505786
170706,Tmem37,transmembrane protein 37,0.864460097,2.392401069,3.679225397,0.002573224,0.011516194,-1.785572582
67980,Gnpda2,glucosamine-6-phosphate deaminase 2,-0.494308254,4.810173685,-3.677851523,0.00258015,0.011543549,-2.250274779
100040220,Gm9892,"eukaryotic translation initiation factor 2, subunit 2 (beta) pseudogene",0.657013692,4.165927554,3.735276044,0.002582207,0.011549109,-2.098424583
320982,Arl4c,ADP-ribosylation factor-like 4C,0.433760459,7.436933496,3.676297524,0.002588007,0.011571402,-2.373123864
71991,Ercc8,"excision repaiross-complementing rodent repair deficiency, complementation group 8",0.790087781,2.6164586,3.675626518,0.002591407,0.011582954,-1.836873077
320207,Pik3r5,phosphoinositide-3-kinase regulatory subunit 5,1.759749472,-1.015182018,3.675132205,0.002593915,0.01159051,-1.378824023
19225,Ptgs2,prostaglandin-endoperoxide synthase 2,-0.807280035,6.070291452,-4.339563933,0.002595643,0.01159458,-2.020295404
11750,Anxa7,annexin A7,-0.410299584,6.572485394,-3.674552104,0.002596861,0.011596369,-2.394879984
226144,Erlin1,ER lipid raft associated 1,0.632610499,4.356897948,3.731964233,0.002598365,0.011596639,-2.139249444
30953,Schip1,schwannomin interacting protein 1,1.229669275,0.644518929,3.674218568,0.002598556,0.011596639,-1.504937869
67776,Vwa5a,von Willebrand factor A domain containing 5A,-0.43618466,5.961965387,-3.672564143,0.002606982,0.011630583,-2.385873617
225872,Npas4,neuronal PAS domain protein 4,-1.312891656,2.137057188,-4.000188749,0.002609867,0.011639793,-1.577907835
13185,Vps26c,VPS26 endosomal protein sorting factor C,-0.462544761,4.747658967,-3.670193423,0.002619104,0.011676613,-2.255750487
54153,Rasa4,RAS p21 protein activator 4,-0.655775247,3.636114233,-3.670063781,0.002619769,0.011676613,-2.055609805
74559,Elovl7,"ELOVL family member 7, elongation of long chain fatty acids (yeast)",1.104765824,1.180018561,3.66987978,0.002620712,0.01167715,-1.588203622
320587,Tmem88b,transmembrane protein 88B,-1.643580874,4.938767594,-5.328596335,0.002621675,0.011677773,-1.510837944
56055,Gtpbp2,GTP binding protein 2,-0.44956867,5.565540773,-3.668741163,0.002626558,0.011695852,-2.367441628
11370,Acadvl,"acyl-Coenzyme A dehydrogenase, very long chain",0.406399427,7.069464375,3.668118867,0.002629759,0.01170643,-2.400441078
78658,Ncapd3,"non-SMC condensin II complex, subunit D3",0.470079876,4.661809662,3.667601284,0.002632424,0.011714618,-2.24264681
12265,Ciita,class II transactivator,-1.186750825,0.671752522,-3.667110499,0.002634954,0.011722198,-1.52805199
71742,Ulk3,unc-51-like kinase 3,-0.734434911,2.791644105,-3.665958115,0.002640903,0.011744982,-1.897878704
230075,Ndufb6,NADH:ubiquinone oxidoreductase subunit B6,0.437155041,5.327998486,3.665666749,0.00264241,0.011747115,-2.341872119
233726,Ipo7,importin 7,0.555297593,7.911510224,3.803487058,0.002643039,0.011747115,-2.288770375
234730,Fcsk,fucose kinase,-0.560213988,3.891965363,-3.664813285,0.002646827,0.011760268,-2.115993043
212442,Lactb2,"lactamase, beta 2",-0.68723764,2.830166762,-3.662592235,0.002658358,0.011807804,-1.912563162
15893,Ica1,islet cell autoantigen 1,0.931687942,1.715328969,3.662191089,0.002660446,0.01181338,-1.693656105
20218,Khdrbs1,"KH domain containing, RNA binding, signal transduction associated 1",0.423070649,7.370856565,3.661970101,0.002661597,0.011814793,-2.403847105
100502854,D030029J20Rik,RIKEN cDNA D030029J20 gene,-0.863166359,2.048019475,-3.66133848,0.00266489,0.011820279,-1.764192635
16149,Cd74,"CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated)",2.961484955,3.676463355,5.926608241,0.002665158,0.011820279,-1.094782737
71522,Ggt6,gamma-glutamyltransferase 6,-0.825130734,2.768392684,-3.676633481,0.002665333,0.011820279,-1.89228037
66912,Bzw2,basic leucine zipper and W2 domains 2,0.447633547,6.690873939,3.659641533,0.002673756,0.011853931,-2.421527216
319839,A530020G20Rik,RIKEN cDNA A530020G20 gene,0.72574479,2.764762959,3.658927793,0.002677494,0.011866795,-1.899313615
20743,Sptbn2,"spectrin beta, non-erythrocytic 2",1.304688916,1.23806735,3.711889353,0.002680959,0.011874874,-1.585978372
235956,Zfp825,zinc finger protein 825,-1.288648073,0.755922235,-3.658261055,0.002680991,0.011874874,-1.554350133
29818,Hspb7,"heat shock protein family, member 7 (cardiovascular)",1.534628131,-0.344109934,3.657940703,0.002682673,0.011878614,-1.438877389
13714,Elk4,"ELK4, member of ETS oncogene family",0.432808507,5.478530167,3.657581531,0.00268456,0.011879888,-2.374548485
328977,Zfp532,zinc finger protein 532,-0.46161611,5.581834799,-3.657567138,0.002684635,0.011879888,-2.390817796
26949,Vat1,vesicle amine transport 1,-0.420033583,6.027566795,-3.656726252,0.002689058,0.011895749,-2.419758118
17973,Nck1,non-catalytic region of tyrosine kinase adaptor protein 1,0.491312943,4.533200813,3.656132146,0.002692187,0.01190588,-2.243369134
233545,Emsy,"EMSY, BRCA2-interacting transcriptional repressor",-0.463450398,4.855370883,-3.655754534,0.002694178,0.011910971,-2.300897405
